N=1000, I0=1, t_max=100000, gamma=0.1, sigma=0
timestep,source_label,target_label,source_during,target_before,target_after,S_total,I_total,M_total
64040,892,981,M,M,M,7,8,985
64041,899,386,M,M,M,7,8,985
64042,683,401,M,M,M,7,8,985
64043,538,557,M,M,M,7,8,985
64044,476,946,M,M,M,7,8,985
64045,800,33,M,M,M,7,8,985
64046,969,204,M,M,M,7,8,985
64047,353,119,M,M,M,7,8,985
64048,521,474,M,M,M,7,8,985
64049,175,0,M,M,M,7,8,985
64050,879,229,M,M,M,7,8,985
64051,378,130,M,M,M,7,8,985
64052,282,73,M,M,M,7,8,985
64053,978,87,M,M,M,7,8,985
64054,627,471,M,M,M,7,8,985
64055,798,641,M,M,M,7,8,985
64056,158,331,M,M,M,7,8,985
64057,718,747,M,M,M,7,8,985
64058,41,787,M,M,M,7,8,985
64059,994,733,M,M,M,7,8,985
64060,774,891,M,M,M,7,8,985
64061,625,87,M,M,M,7,8,985
64062,136,868,M,M,M,7,8,985
64063,915,306,M,M,M,7,8,985
64064,368,743,M,M,M,7,8,985
64065,145,958,M,M,M,7,8,985
64066,264,278,M,M,M,7,8,985
64067,921,476,M,M,M,7,8,985
64068,813,832,M,M,M,7,8,985
64069,787,469,M,M,M,7,8,985
64070,289,41,M,M,M,7,8,985
64071,760,864,M,M,M,7,8,985
64072,150,926,M,M,M,7,8,985
64073,879,731,M,M,M,7,8,985
64074,526,674,M,M,M,7,8,985
64075,372,306,M,M,M,7,8,985
64076,204,981,M,M,M,7,8,985
64077,779,532,M,M,M,7,8,985
64078,216,77,M,M,M,7,8,985
64079,877,191,M,M,M,7,8,985
64080,365,371,M,M,M,7,8,985
64081,142,332,M,M,M,7,8,985
64082,881,536,M,M,M,7,8,985
64083,652,565,M,M,M,7,8,985
64084,338,207,M,M,M,7,8,985
64085,60,194,M,M,M,7,8,985
64086,102,985,M,M,M,7,8,985
64087,42,436,M,M,M,7,8,985
64088,915,313,M,M,M,7,8,985
64089,337,578,M,M,M,7,8,985
64090,679,824,M,M,M,7,8,985
64091,422,132,M,M,M,7,8,985
64092,467,535,M,M,M,7,8,985
64093,139,755,M,M,M,7,8,985
64094,581,842,M,M,M,7,8,985
64095,387,195,M,M,M,7,8,985
64096,259,330,M,M,M,7,8,985
64097,421,145,M,M,M,7,8,985
64098,507,74,M,M,M,7,8,985
64099,182,640,M,M,M,7,8,985
64100,601,142,M,M,M,7,8,985
64101,390,271,M,M,M,7,8,985
64102,170,868,M,M,M,7,8,985
64103,396,651,M,M,M,7,8,985
64104,308,116,M,M,M,7,8,985
64105,419,963,M,M,M,7,8,985
64106,913,497,M,M,M,7,8,985
64107,812,309,M,M,M,7,8,985
64108,486,462,M,M,M,7,8,985
64109,999,152,M,M,M,7,8,985
64110,420,329,M,M,M,7,8,985
64111,524,635,M,M,M,7,8,985
64112,612,351,M,M,M,7,8,985
64113,202,123,M,M,M,7,8,985
64114,176,385,M,M,M,7,8,985
64115,707,360,M,M,M,7,8,985
64116,754,288,M,M,M,7,8,985
64117,681,890,M,M,M,7,8,985
64118,978,229,M,M,M,7,8,985
64119,584,490,M,M,M,7,8,985
64120,543,412,M,M,M,7,8,985
64121,459,92,M,M,M,7,8,985
64122,369,308,M,M,M,7,8,985
64123,657,880,M,M,M,7,8,985
64124,525,583,M,M,M,7,8,985
64125,948,857,M,M,M,7,8,985
64126,942,92,M,M,M,7,8,985
64127,841,591,M,M,M,7,8,985
64128,845,61,M,M,M,7,8,985
64129,124,482,M,M,M,7,8,985
64130,776,528,M,M,M,7,8,985
64131,733,261,M,M,M,7,8,985
64132,321,500,M,M,M,7,8,985
64133,189,255,M,M,M,7,8,985
64134,519,918,M,M,M,7,8,985
64135,572,592,M,M,M,7,8,985
64136,205,345,M,M,M,7,8,985
64137,404,992,M,M,M,7,8,985
64138,955,408,M,M,M,7,8,985
64139,630,850,M,M,M,7,8,985
64140,343,779,M,M,M,7,8,985
64141,51,962,M,M,M,7,8,985
64142,247,703,M,M,M,7,8,985
64143,264,154,M,M,M,7,8,985
64144,178,982,M,M,M,7,8,985
64145,822,72,M,M,M,7,8,985
64146,880,505,M,M,M,7,8,985
64147,344,945,M,M,M,7,8,985
64148,78,833,M,M,M,7,8,985
64149,288,784,M,M,M,7,8,985
64150,205,711,M,M,M,7,8,985
64151,269,175,M,M,M,7,8,985
64152,478,487,I,M,M,7,8,985
64153,129,918,M,M,M,7,8,985
64154,729,988,M,M,M,7,8,985
64155,186,965,M,M,M,7,8,985
64156,243,918,M,M,M,7,8,985
64157,1,915,M,M,M,7,8,985
64158,133,303,M,M,M,7,8,985
64159,714,53,M,M,M,7,8,985
64160,521,599,M,M,M,7,8,985
64161,140,441,M,M,M,7,8,985
64162,54,854,M,M,M,7,8,985
64163,20,819,M,M,M,7,8,985
64164,712,330,M,M,M,7,8,985
64165,980,245,M,M,M,7,8,985
64166,971,622,M,M,M,7,8,985
64167,366,990,M,M,M,7,8,985
64168,882,102,M,M,M,7,8,985
64169,548,431,M,M,M,7,8,985
64170,679,100,M,M,M,7,8,985
64171,254,834,M,M,M,7,8,985
64172,290,244,I,M,M,7,8,985
64173,545,875,M,M,M,7,8,985
64174,270,693,M,M,M,7,8,985
64175,3,736,M,M,M,7,8,985
64176,411,242,M,M,M,7,8,985
64177,637,330,M,M,M,7,8,985
64178,270,663,M,M,M,7,8,985
64179,353,206,M,M,M,7,8,985
64180,516,201,M,M,M,7,8,985
64181,691,679,M,M,M,7,8,985
64182,562,457,M,M,M,7,8,985
64183,180,775,M,M,M,7,8,985
64184,794,758,M,M,M,7,8,985
64185,826,462,M,M,M,7,8,985
64186,769,92,M,M,M,7,8,985
64187,509,449,M,M,M,7,8,985
64188,467,232,M,M,M,7,8,985
64189,207,257,M,M,M,7,8,985
64190,839,870,M,M,M,7,8,985
64191,803,328,M,M,M,7,8,985
64192,509,508,M,M,M,7,8,985
64193,752,667,M,S,S,7,8,985
64194,80,258,M,M,M,7,8,985
64195,691,70,M,M,M,7,8,985
64196,417,155,M,M,M,7,8,985
64197,171,772,M,M,M,7,8,985
64198,758,994,M,M,M,7,8,985
64199,12,59,M,M,M,7,8,985
64200,438,815,M,M,M,7,8,985
64201,888,783,M,M,M,7,8,985
64202,781,609,M,M,M,7,8,985
64203,245,367,M,M,M,7,8,985
64204,217,3,M,M,M,7,8,985
64205,880,539,M,M,M,7,8,985
64206,625,407,M,M,M,7,8,985
64207,139,525,M,M,M,7,8,985
64208,46,343,M,M,M,7,8,985
64209,654,332,M,M,M,7,8,985
64210,75,823,M,M,M,7,8,985
64211,661,782,M,M,M,7,8,985
64212,697,553,M,M,M,7,8,985
64213,223,493,M,M,M,7,8,985
64214,322,569,M,M,M,7,8,985
64215,848,112,M,M,M,7,8,985
64216,451,764,M,M,M,7,8,985
64217,304,173,M,M,M,7,8,985
64218,16,24,M,M,M,7,8,985
64219,32,596,M,M,M,7,8,985
64220,852,371,M,M,M,7,8,985
64221,516,528,M,M,M,7,8,985
64222,645,199,M,M,M,7,8,985
64223,202,711,M,M,M,7,8,985
64224,280,777,M,M,M,7,8,985
64225,92,388,M,M,M,7,8,985
64226,796,589,M,M,M,7,8,985
64227,130,507,M,M,M,7,8,985
64228,389,212,M,M,M,7,8,985
64229,758,708,M,M,M,7,8,985
64230,239,680,M,M,M,7,8,985
64231,64,215,M,M,M,7,8,985
64232,817,756,M,M,M,7,8,985
64233,701,410,M,M,M,7,8,985
64234,758,116,M,M,M,7,8,985
64235,338,514,M,M,M,7,8,985
64236,494,753,M,M,M,7,8,985
64237,366,67,M,M,M,7,8,985
64238,673,390,M,M,M,7,8,985
64239,113,552,M,M,M,7,8,985
64240,997,505,M,M,M,7,8,985
64241,763,986,M,M,M,7,8,985
64242,929,579,M,M,M,7,8,985
64243,890,773,M,M,M,7,8,985
64244,37,751,M,M,M,7,8,985
64245,923,914,M,M,M,7,8,985
64246,872,852,M,M,M,7,8,985
64247,150,104,M,M,M,7,8,985
64248,25,434,M,M,M,7,8,985
64249,392,432,M,M,M,7,8,985
64250,716,821,M,M,M,7,8,985
64251,201,846,M,M,M,7,8,985
64252,377,980,M,M,M,7,8,985
64253,617,565,M,M,M,7,8,985
64254,856,229,M,M,M,7,8,985
64255,352,326,M,M,M,7,8,985
64256,741,260,M,M,M,7,8,985
64257,578,797,M,M,M,7,8,985
64258,814,609,M,M,M,7,8,985
64259,978,33,M,M,M,7,8,985
64260,52,137,M,M,M,7,8,985
64261,682,263,M,M,M,7,8,985
64262,765,871,M,M,M,7,8,985
64263,844,37,I,M,M,7,8,985
64264,97,577,M,M,M,7,8,985
64265,384,361,M,M,M,7,8,985
64266,82,771,M,M,M,7,8,985
64267,829,805,M,M,M,7,8,985
64268,200,220,M,M,M,7,8,985
64269,952,953,M,M,M,7,8,985
64270,896,969,M,M,M,7,8,985
64271,128,860,M,M,M,7,8,985
64272,46,787,M,M,M,7,8,985
64273,143,269,M,M,M,7,8,985
64274,370,904,M,M,M,7,8,985
64275,244,91,M,M,M,7,8,985
64276,849,311,M,M,M,7,8,985
64277,526,902,M,M,M,7,8,985
64278,997,494,M,M,M,7,8,985
64279,359,636,M,M,M,7,8,985
64280,243,555,M,M,M,7,8,985
64281,678,935,I,M,M,7,8,985
64282,976,895,M,M,M,7,8,985
64283,743,41,M,M,M,7,8,985
64284,707,687,M,M,M,7,8,985
64285,160,782,M,M,M,7,8,985
64286,314,108,M,M,M,7,8,985
64287,259,41,M,M,M,7,8,985
64288,461,59,M,M,M,7,8,985
64289,522,599,M,M,M,7,8,985
64290,553,673,M,M,M,7,8,985
64291,624,976,M,M,M,7,8,985
64292,969,429,M,M,M,7,8,985
64293,92,430,M,M,M,7,8,985
64294,887,749,M,M,M,7,8,985
64295,700,1,M,M,M,7,8,985
64296,21,546,M,M,M,7,8,985
64297,810,469,M,M,M,7,8,985
64298,803,749,M,M,M,7,8,985
64299,918,223,M,M,M,7,8,985
64300,241,681,M,M,M,7,8,985
64301,214,464,M,M,M,7,8,985
64302,127,956,M,M,M,7,8,985
64303,250,397,M,M,M,7,8,985
64304,319,698,M,M,M,7,8,985
64305,724,19,M,M,M,7,8,985
64306,479,178,M,M,M,7,8,985
64307,596,421,M,M,M,7,8,985
64308,973,724,M,M,M,7,8,985
64309,721,738,M,M,M,7,8,985
64310,483,947,M,M,M,7,8,985
64311,584,516,M,M,M,7,8,985
64312,113,877,M,M,M,7,8,985
64313,738,942,M,M,M,7,8,985
64314,828,536,M,M,M,7,8,985
64315,910,317,M,S,S,7,8,985
64316,368,781,M,M,M,7,8,985
64317,225,256,M,M,M,7,8,985
64318,991,725,M,M,M,7,8,985
64319,855,17,M,M,M,7,8,985
64320,280,328,M,M,M,7,8,985
64321,856,6,M,M,M,7,8,985
64322,344,914,M,M,M,7,8,985
64323,323,337,M,M,M,7,8,985
64324,634,262,M,M,M,7,8,985
64325,736,203,M,M,M,7,8,985
64326,375,282,M,M,M,7,8,985
64327,535,640,M,M,M,7,8,985
64328,719,855,M,M,M,7,8,985
64329,204,830,M,M,M,7,8,985
64330,502,570,M,M,M,7,8,985
64331,227,349,M,M,M,7,8,985
64332,950,580,M,M,M,7,8,985
64333,401,304,M,M,M,7,8,985
64334,656,759,M,M,M,7,8,985
64335,248,517,M,M,M,7,8,985
64336,299,380,M,M,M,7,8,985
64337,307,602,M,M,M,7,8,985
64338,986,620,M,M,M,7,8,985
64339,67,909,M,M,M,7,8,985
64340,485,99,M,M,M,7,8,985
64341,818,242,M,M,M,7,8,985
64342,694,323,M,M,M,7,8,985
64343,998,433,M,M,M,7,8,985
64344,885,975,M,M,M,7,8,985
64345,810,713,M,M,M,7,8,985
64346,958,849,M,M,M,7,8,985
64347,698,313,M,M,M,7,8,985
64348,330,244,M,M,M,7,8,985
64349,137,351,M,M,M,7,8,985
64350,604,460,M,M,M,7,8,985
64351,474,215,M,M,M,7,8,985
64352,657,771,M,M,M,7,8,985
64353,653,509,M,M,M,7,8,985
64354,657,610,M,M,M,7,8,985
64355,289,125,M,M,M,7,8,985
64356,232,353,M,M,M,7,8,985
64357,16,287,M,M,M,7,8,985
64358,93,547,M,M,M,7,8,985
64359,594,612,S,M,M,7,8,985
64360,956,160,M,M,M,7,8,985
64361,665,99,M,M,M,7,8,985
64362,832,449,M,M,M,7,8,985
64363,983,665,M,M,M,7,8,985
64364,557,738,M,M,M,7,8,985
64365,302,803,M,M,M,7,8,985
64366,215,11,M,M,M,7,8,985
64367,237,221,M,M,M,7,8,985
64368,51,710,M,M,M,7,8,985
64369,150,781,M,M,M,7,8,985
64370,908,276,M,M,M,7,8,985
64371,193,66,M,M,M,7,8,985
64372,53,487,M,M,M,7,8,985
64373,382,209,M,M,M,7,8,985
64374,126,249,M,M,M,7,8,985
64375,21,739,M,M,M,7,8,985
64376,179,620,M,M,M,7,8,985
64377,761,460,M,M,M,7,8,985
64378,78,980,M,M,M,7,8,985
64379,764,397,M,M,M,7,8,985
64380,857,747,M,M,M,7,8,985
64381,765,682,M,M,M,7,8,985
64382,343,26,M,M,M,7,8,985
64383,830,799,M,M,M,7,8,985
64384,186,199,M,M,M,7,8,985
64385,999,680,M,M,M,7,8,985
64386,689,136,M,M,M,7,8,985
64387,290,185,I,M,M,7,8,985
64388,987,608,M,M,M,7,8,985
64389,863,361,M,M,M,7,8,985
64390,408,543,M,M,M,7,8,985
64391,551,705,M,M,M,7,8,985
64392,490,374,M,M,M,7,8,985
64393,548,871,M,M,M,7,8,985
64394,275,314,M,M,M,7,8,985
64395,614,462,M,M,M,7,8,985
64396,249,600,M,M,M,7,8,985
64397,890,487,M,M,M,7,8,985
64398,726,82,M,M,M,7,8,985
64399,348,612,M,M,M,7,8,985
64400,68,928,M,M,M,7,8,985
64401,712,679,M,M,M,7,8,985
64402,906,891,M,M,M,7,8,985
64403,507,534,M,M,M,7,8,985
64404,733,336,M,M,M,7,8,985
64405,8,148,M,M,M,7,8,985
64406,514,116,M,M,M,7,8,985
64407,205,778,M,M,M,7,8,985
64408,609,326,M,M,M,7,8,985
64409,63,658,M,M,M,7,8,985
64410,327,373,M,M,M,7,8,985
64411,117,705,M,M,M,7,8,985
64412,483,727,M,M,M,7,8,985
64413,949,726,M,M,M,7,8,985
64414,704,163,M,M,M,7,8,985
64415,441,54,M,M,M,7,8,985
64416,486,990,M,M,M,7,8,985
64417,340,744,M,M,M,7,8,985
64418,883,527,M,M,M,7,8,985
64419,973,943,M,M,M,7,8,985
64420,327,588,M,M,M,7,8,985
64421,79,642,M,M,M,7,8,985
64422,10,607,M,M,M,7,8,985
64423,637,22,M,M,M,7,8,985
64424,441,431,M,M,M,7,8,985
64425,470,371,M,M,M,7,8,985
64426,111,977,M,M,M,7,8,985
64427,909,211,M,M,M,7,8,985
64428,859,183,M,M,M,7,8,985
64429,549,878,M,M,M,7,8,985
64430,484,747,M,M,M,7,8,985
64431,424,251,M,M,M,7,8,985
64432,319,257,M,M,M,7,8,985
64433,187,1,M,M,M,7,8,985
64434,262,253,M,M,M,7,8,985
64435,511,104,M,M,M,7,8,985
64436,367,267,M,M,M,7,8,985
64437,157,921,M,M,M,7,8,985
64438,760,186,M,M,M,7,8,985
64439,392,189,M,M,M,7,8,985
64440,659,38,M,M,M,7,8,985
64441,163,60,M,M,M,7,8,985
64442,725,275,M,M,M,7,8,985
64443,550,205,M,M,M,7,8,985
64444,396,482,M,M,M,7,8,985
64445,399,905,M,M,M,7,8,985
64446,698,516,M,M,M,7,8,985
64447,369,565,M,M,M,7,8,985
64448,734,473,M,M,M,7,8,985
64449,789,74,M,M,M,7,8,985
64450,421,725,M,M,M,7,8,985
64451,262,451,M,M,M,7,8,985
64452,471,745,M,M,M,7,8,985
64453,26,882,M,M,M,7,8,985
64454,802,284,M,M,M,7,8,985
64455,866,733,M,M,M,7,8,985
64456,503,81,M,M,M,7,8,985
64457,96,11,M,M,M,7,8,985
64458,842,943,M,M,M,7,8,985
64459,113,233,M,M,M,7,8,985
64460,869,837,M,M,M,7,8,985
64461,315,984,M,M,M,7,8,985
64462,295,131,M,M,M,7,8,985
64463,252,204,M,M,M,7,8,985
64464,651,489,M,M,M,7,8,985
64465,758,395,M,M,M,7,8,985
64466,162,580,M,M,M,7,8,985
64467,230,597,M,M,M,7,8,985
64468,577,492,M,M,M,7,8,985
64469,445,671,M,M,M,7,8,985
64470,273,156,M,M,M,7,8,985
64471,671,826,M,M,M,7,8,985
64472,87,795,M,M,M,7,8,985
64473,358,146,M,M,M,7,8,985
64474,691,504,M,M,M,7,8,985
64475,182,782,M,M,M,7,8,985
64476,999,466,M,M,M,7,8,985
64477,430,995,M,M,M,7,8,985
64478,853,518,M,M,M,7,8,985
64479,458,944,M,M,M,7,8,985
64480,986,617,M,M,M,7,8,985
64481,83,102,M,M,M,7,8,985
64482,386,721,M,M,M,7,8,985
64483,276,642,M,M,M,7,8,985
64484,749,975,M,M,M,7,8,985
64485,543,970,M,M,M,7,8,985
64486,138,387,M,M,M,7,8,985
64487,426,316,M,M,M,7,8,985
64488,966,215,M,M,M,7,8,985
64489,918,665,M,M,M,7,8,985
64490,380,399,M,M,M,7,8,985
64491,734,79,M,M,M,7,8,985
64492,480,532,M,M,M,7,8,985
64493,70,593,M,M,M,7,8,985
64494,777,274,M,M,M,7,8,985
64495,273,286,M,M,M,7,8,985
64496,721,277,M,M,M,7,8,985
64497,272,10,M,M,M,7,8,985
64498,71,704,M,M,M,7,8,985
64499,311,91,M,M,M,7,8,985
64500,994,501,M,M,M,7,8,985
64501,193,673,M,M,M,7,8,985
64502,682,68,M,M,M,7,8,985
64503,481,309,M,M,M,7,8,985
64504,583,563,M,M,M,7,8,985
64505,470,732,M,M,M,7,8,985
64506,253,980,M,M,M,7,8,985
64507,451,46,M,M,M,7,8,985
64508,231,458,M,M,M,7,8,985
64509,858,437,M,I,I,7,8,985
64510,385,377,M,M,M,7,8,985
64511,513,618,M,M,M,7,8,985
64512,105,833,M,M,M,7,8,985
64513,353,920,M,M,M,7,8,985
64514,98,116,M,M,M,7,8,985
64515,243,246,M,M,M,7,8,985
64516,64,968,M,M,M,7,8,985
64517,83,786,M,M,M,7,8,985
64518,837,604,M,M,M,7,8,985
64519,566,594,M,S,S,7,8,985
64520,603,118,M,M,M,7,8,985
64521,942,933,M,S,S,7,8,985
64522,842,60,M,M,M,7,8,985
64523,280,142,M,M,M,7,8,985
64524,718,502,M,M,M,7,8,985
64525,173,365,M,M,M,7,8,985
64526,535,807,M,M,M,7,8,985
64527,897,314,M,M,M,7,8,985
64528,243,239,M,M,M,7,8,985
64529,260,320,M,M,M,7,8,985
64530,719,309,M,M,M,7,8,985
64531,8,602,M,M,M,7,8,985
64532,813,0,M,M,M,7,8,985
64533,482,359,M,M,M,7,8,985
64534,168,340,M,M,M,7,8,985
64535,271,265,M,M,M,7,8,985
64536,413,506,M,M,M,7,8,985
64537,865,629,M,M,M,7,8,985
64538,417,557,M,M,M,7,8,985
64539,430,822,M,M,M,7,8,985
64540,44,743,M,M,M,7,8,985
64541,476,154,M,M,M,7,8,985
64542,578,826,M,M,M,7,8,985
64543,396,982,M,M,M,7,8,985
64544,850,716,M,M,M,7,8,985
64545,208,0,M,M,M,7,8,985
64546,672,464,M,M,M,7,8,985
64547,631,479,M,M,M,7,8,985
64548,682,228,M,M,M,7,8,985
64549,278,201,M,M,M,7,8,985
64550,920,195,M,M,M,7,8,985
64551,960,447,M,M,M,7,8,985
64552,810,356,M,M,M,7,8,985
64553,324,978,M,M,M,7,8,985
64554,743,907,M,M,M,7,8,985
64555,672,732,M,M,M,7,8,985
64556,845,923,M,M,M,7,8,985
64557,428,680,M,M,M,7,8,985
64558,134,482,M,M,M,7,8,985
64559,192,619,M,M,M,7,8,985
64560,867,778,M,M,M,7,8,985
64561,515,56,M,M,M,7,8,985
64562,876,225,M,M,M,7,8,985
64563,801,134,M,M,M,7,8,985
64564,293,664,M,I,I,7,8,985
64565,305,513,M,M,M,7,8,985
64566,151,914,M,M,M,7,8,985
64567,952,742,M,M,M,7,8,985
64568,318,486,M,M,M,7,8,985
64569,315,251,M,M,M,7,8,985
64570,448,471,M,M,M,7,8,985
64571,423,250,M,M,M,7,8,985
64572,844,57,I,M,M,7,8,985
64573,905,903,M,M,M,7,8,985
64574,749,774,M,M,M,7,8,985
64575,792,442,M,M,M,7,8,985
64576,969,669,M,M,M,7,8,985
64577,490,566,M,M,M,7,8,985
64578,593,402,M,M,M,7,8,985
64579,281,605,M,M,M,7,8,985
64580,669,820,M,M,M,7,8,985
64581,519,513,M,M,M,7,8,985
64582,963,862,M,M,M,7,8,985
64583,962,540,M,M,M,7,8,985
64584,72,41,M,M,M,7,8,985
64585,791,455,M,M,M,7,8,985
64586,108,859,M,M,M,7,8,985
64587,515,289,M,M,M,7,8,985
64588,688,112,M,M,M,7,8,985
64589,450,741,M,M,M,7,8,985
64590,911,786,M,M,M,7,8,985
64591,122,438,M,M,M,7,8,985
64592,41,636,M,M,M,7,8,985
64593,404,367,M,M,M,7,8,985
64594,711,174,M,M,M,7,8,985
64595,932,531,M,M,M,7,8,985
64596,654,501,M,M,M,7,8,985
64597,698,593,M,M,M,7,8,985
64598,434,807,M,M,M,7,8,985
64599,797,654,M,M,M,7,8,985
64600,935,551,M,M,M,7,8,985
64601,158,474,M,M,M,7,8,985
64602,544,621,M,M,M,7,8,985
64603,28,516,M,M,M,7,8,985
64604,207,590,M,M,M,7,8,985
64605,578,521,M,M,M,7,8,985
64606,335,473,M,M,M,7,8,985
64607,674,129,M,M,M,7,8,985
64608,403,231,M,M,M,7,8,985
64609,328,847,M,M,M,7,8,985
64610,799,172,M,M,M,7,8,985
64611,171,420,M,M,M,7,8,985
64612,138,251,M,M,M,7,8,985
64613,951,306,M,M,M,7,8,985
64614,649,196,M,M,M,7,8,985
64615,528,895,M,M,M,7,8,985
64616,989,643,M,M,M,7,8,985
64617,241,806,M,M,M,7,8,985
64618,770,769,M,M,M,7,8,985
64619,145,480,M,M,M,7,8,985
64620,330,687,M,M,M,7,8,985
64621,678,120,I,M,M,7,8,985
64622,720,435,M,M,M,7,8,985
64623,122,119,M,M,M,7,8,985
64624,830,387,M,M,M,7,8,985
64625,206,539,M,M,M,7,8,985
64626,953,714,M,M,M,7,8,985
64627,490,749,M,M,M,7,8,985
64628,786,767,M,M,M,7,8,985
64629,34,19,M,M,M,7,8,985
64630,653,361,M,M,M,7,8,985
64631,347,233,M,M,M,7,8,985
64632,796,405,M,M,M,7,8,985
64633,229,554,M,M,M,7,8,985
64634,654,133,M,M,M,7,8,985
64635,255,995,M,M,M,7,8,985
64636,554,774,M,M,M,7,8,985
64637,853,208,M,M,M,7,8,985
64638,591,43,M,S,S,7,8,985
64639,543,169,M,M,M,7,8,985
64640,455,200,M,M,M,7,8,985
64641,75,461,M,M,M,7,8,985
64642,321,64,M,M,M,7,8,985
64643,25,865,M,M,M,7,8,985
64644,918,359,M,M,M,7,8,985
64645,675,229,M,M,M,7,8,985
64646,728,867,M,M,M,7,8,985
64647,376,971,M,M,M,7,8,985
64648,721,782,M,M,M,7,8,985
64649,87,603,M,M,M,7,8,985
64650,927,615,M,M,M,7,8,985
64651,656,211,M,M,M,7,8,985
64652,861,345,M,M,M,7,8,985
64653,907,252,M,M,M,7,8,985
64654,816,357,M,M,M,7,8,985
64655,89,943,M,M,M,7,8,985
64656,646,466,M,M,M,7,8,985
64657,320,423,M,M,M,7,8,985
64658,848,768,M,M,M,7,8,985
64659,131,343,M,M,M,7,8,985
64660,704,97,M,M,M,7,8,985
64661,10,671,M,M,M,7,8,985
64662,798,129,M,M,M,7,8,985
64663,232,93,M,M,M,7,8,985
64664,128,693,M,M,M,7,8,985
64665,182,614,M,M,M,7,8,985
64666,541,252,M,M,M,7,8,985
64667,295,518,M,M,M,7,8,985
64668,403,946,M,M,M,7,8,985
64669,479,122,M,M,M,7,8,985
64670,934,0,M,M,M,7,8,985
64671,693,758,M,M,M,7,8,985
64672,176,386,M,M,M,7,8,985
64673,967,167,M,M,M,7,8,985
64674,231,943,M,M,M,7,8,985
64675,254,514,M,M,M,7,8,985
64676,847,719,M,M,M,7,8,985
64677,555,17,M,M,M,7,8,985
64678,219,930,M,M,M,7,8,985
64679,483,991,M,M,M,7,8,985
64680,274,516,M,M,M,7,8,985
64681,146,724,M,M,M,7,8,985
64682,621,160,M,M,M,7,8,985
64683,494,720,M,M,M,7,8,985
64684,245,654,M,M,M,7,8,985
64685,515,48,M,M,M,7,8,985
64686,506,53,M,M,M,7,8,985
64687,938,93,M,M,M,7,8,985
64688,747,372,M,M,M,7,8,985
64689,184,973,M,M,M,7,8,985
64690,815,136,M,M,M,7,8,985
64691,832,97,M,M,M,7,8,985
64692,853,90,M,M,M,7,8,985
64693,213,728,M,M,M,7,8,985
64694,918,174,M,M,M,7,8,985
64695,941,162,M,M,M,7,8,985
64696,633,641,M,M,M,7,8,985
64697,85,840,M,M,M,7,8,985
64698,523,385,M,M,M,7,8,985
64699,560,432,M,M,M,7,8,985
64700,582,159,M,M,M,7,8,985
64701,57,74,M,M,M,7,8,985
64702,314,684,M,M,M,7,8,985
64703,786,593,M,M,M,7,8,985
64704,822,260,M,M,M,7,8,985
64705,932,520,M,M,M,7,8,985
64706,851,874,M,M,M,7,8,985
64707,923,388,M,M,M,7,8,985
64708,437,518,I,M,M,7,8,985
64709,4,11,M,M,M,7,8,985
64710,507,942,M,M,M,7,8,985
64711,260,421,M,M,M,7,8,985
64712,966,944,M,M,M,7,8,985
64713,89,521,M,M,M,7,8,985
64714,87,685,M,M,M,7,8,985
64715,756,299,M,M,M,7,8,985
64716,242,268,M,M,M,7,8,985
64717,535,566,M,M,M,7,8,985
64718,925,880,M,M,M,7,8,985
64719,87,256,M,M,M,7,8,985
64720,353,182,M,M,M,7,8,985
64721,698,849,M,M,M,7,8,985
64722,584,556,M,M,M,7,8,985
64723,582,977,M,M,M,7,8,985
64724,360,119,M,M,M,7,8,985
64725,950,742,M,M,M,7,8,985
64726,440,931,M,M,M,7,8,985
64727,548,238,M,M,M,7,8,985
64728,167,528,M,M,M,7,8,985
64729,679,627,M,M,M,7,8,985
64730,441,745,M,M,M,7,8,985
64731,696,568,M,M,M,7,8,985
64732,885,926,M,M,M,7,8,985
64733,909,26,M,M,M,7,8,985
64734,205,14,M,M,M,7,8,985
64735,480,698,M,M,M,7,8,985
64736,621,215,M,M,M,7,8,985
64737,95,673,M,M,M,7,8,985
64738,869,464,M,M,M,7,8,985
64739,100,22,M,M,M,7,8,985
64740,231,801,M,M,M,7,8,985
64741,653,854,M,M,M,7,8,985
64742,113,807,M,M,M,7,8,985
64743,604,139,M,M,M,7,8,985
64744,970,89,M,M,M,7,8,985
64745,919,553,M,M,M,7,8,985
64746,20,672,M,M,M,7,8,985
64747,683,103,M,M,M,7,8,985
64748,971,626,M,M,M,7,8,985
64749,581,11,M,M,M,7,8,985
64750,239,799,M,M,M,7,8,985
64751,270,906,M,M,M,7,8,985
64752,500,21,M,M,M,7,8,985
64753,179,200,M,M,M,7,8,985
64754,371,965,M,M,M,7,8,985
64755,35,929,M,M,M,7,8,985
64756,837,593,M,M,M,7,8,985
64757,586,439,M,M,M,7,8,985
64758,74,388,M,M,M,7,8,985
64759,648,166,M,M,M,7,8,985
64760,256,796,M,M,M,7,8,985
64761,899,600,M,M,M,7,8,985
64762,918,733,M,M,M,7,8,985
64763,631,876,M,M,M,7,8,985
64764,635,31,M,M,M,7,8,985
64765,190,654,M,M,M,7,8,985
64766,665,509,M,M,M,7,8,985
64767,291,74,M,M,M,7,8,985
64768,407,23,M,M,M,7,8,985
64769,753,154,M,M,M,7,8,985
64770,83,354,M,M,M,7,8,985
64771,410,628,M,M,M,7,8,985
64772,50,217,M,M,M,7,8,985
